Composer,Title,FormID,MidiFile,FormURL,MidiURL,music_period
Franz Schubert,Son. in Bb D.962,2,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfGcgjPCmDn7HRBvXy9KbtlfTCIwpLHh0Ltk4Oexu3uvhoXYg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_03_Track03_wav.midi,Romantic
Franz Schubert,Son. in Bb D.962,3,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfNgl5YSUHPME2MA-ZAD6uHz3uIyD91N6j9tyaWUeOgMXfBLA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in A D959,1,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfGvZofuBAB3RetxOSJ5sZVvJDgeaeaoNsJhdj8BjB8tiOcLg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,Romantic
Franz Schubert,Sonata in A D959,2,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfrzB5nO7i4MapyWelLVGmj4sgZr5BpJtr3yyIq4atMPBIUgA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_01_Track01_wav.midi,Romantic
Franz Schubert,Sonata in A D959,3,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfJieRAzch0qrDSyetQ80aaa1nTXUcgC46rLGp3reXAa2c1Zg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_01_Track01_wav.midi,Romantic
Franz Schubert,Sonata in A D960,1,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLScYv7V7jdEi3XPO3Ige_COooOL5LLkiIvdEGJq7XyxLWgXW3Q/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,Romantic
Franz Schubert,Sonata in A D960,2,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLScC7QhW8jzn6s4OKF6IGORSUKgke4lnd0LXifoQlAt4cWO5cA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_02_Track02_wav.midi,Romantic
Franz Schubert,Sonata in A D960,3,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdHUQa5KopHUD0P731gSsi8ny2VLHlGDe023A9i0aTqAM4Ckw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,Romantic
Franz Schubert,Sonata in A D961,1,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfTI0toNn2_CCItPniueu1dbpreF_noZBHjSgyiGiKaCMx4Og/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in A D961,2,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeHVBlqE3bscwMGa6rqfsiGf6lTP0hbBJS6894W7mnCfnxeHw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in A D961,3,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSegZTAPbarTAm25iPpe3BpGlseuQjD_uT17f15RRheyyxZlDA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in A D962,1,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdZa6XbJ87U28KfWM6478EhjciwKr_WDxh0l7NWoKPcxFEEQA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,Romantic
Franz Schubert,Sonata in A Major D. 664 (Complete),1,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSfabM55FAeXFPI8pCm2OzqTFxM_nrryAdPEea8Svx4y1Qvf4Q/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi,Romantic
Franz Schubert,Sonata in A Major D. 664 I. Allegro moderato,1,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSf5u6yPT878MsVtPyjuRRVAOwPID5dAZRYjVaoIUy6cXo5rOw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,Romantic
Franz Schubert,Sonata in A Major D. 959 (Complete),1,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeQ12IG5MtNrlf8r9K8VE0q8bwg1z8SyCaE_rQmGZh-nJ1P6w/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi,Romantic
Franz Schubert,Sonata in A Major D. 959 (Complete),2,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_17_R2_2014_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfZn_eVzQvLjiRvuv4Y5-7FFamJjTEdl6IbTpnlF3zryi_bgQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_17_R2_2014_wav.midi,Romantic
Franz Schubert,Sonata in A Major D. 959 (Complete),3,2014/MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_19_R2_2014_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSctqSdm0F6lmyMjkMjoOIlNttzx_icGT5CaiM8tyRLM0T3-Vg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_19_R2_2014_wav.midi,Romantic
Franz Schubert,Sonata in A Major D959,1,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdAoteuoe-qMMFECVeu9lv1u8CzfM0vshQfNwrvvIZ8RXJVzA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,Romantic
Franz Schubert,Sonata in A Major Op. 120 I. Allegro moderato,1,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLScHYgmZvDJ5luBysP5FF3uB7GywOCmD4HNdRmRAjM_f-YK8VQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,Romantic
Franz Schubert,Sonata in A Min.,1,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdrdk7ZMqtGB3WTuXOD998r3GUf2vLUNgv3LfoVZ6UNnkH1Cg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi,Romantic
Franz Schubert,Sonata in A Min.,2,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeuTuiMd50TIpH617f8tsDtfVp6tn1Qz-FiLmXTrpFIVHmBvw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_02_Track02_wav.midi,Romantic
Franz Schubert,Sonata in A Min.,3,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSf2FFmTGkYAuylBpHR_2bds1_fkPwgUM42ESFI1mAlJZ51VLg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in A Min.,4,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSesuQrEh6SeNzMQ83vylOwdHJbBejrKbyJmtCj32TFfDN90hg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,Romantic
Franz Schubert,Sonata in A Min.,5,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfQLkQ-rTjS2SlgAK6r8RnSDNM8p4UIVaH3toLCvUiNRJ0LSw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_01_Track01_wav.midi,Romantic
Franz Schubert,Sonata in A Min.,6,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLScP8WAxsQr7BeHB2DQk6A7l-Jnb_JHpzhiA6gcDPQ1PSTxwbg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_02_Track02_wav.midi,Romantic
Franz Schubert,Sonata in A Min.,7,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdf61K3K3kzUfgEMaGWIhYODNigGBEndo75stPhp6vCiDwO7w/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in A Min.,8,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_04_Track04_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfZl3X_zqHy2DKBiKQSOuBwAbOZjtgMgwM5Zwhn6KibPIzsCQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_04_Track04_wav.midi,Romantic
Franz Schubert,Sonata in A Minor D. 537 I. Allegro ma non troppo,1,2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLSeWYMX_cWhcm5kNL2XinKrV5CsNehDzSoTzVqgM_S-V6rEZMw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,Romantic
Franz Schubert,Sonata in A Minor D. 845,1,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSektNy_HABY2VSmKN9UCXF9RPH8BIF6pruOSiYuvB-v-SHNRg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,Romantic
Franz Schubert,Sonata in A Minor D. 846,1,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLScNCrQGxi4iw4rpkrA7OWTXkLbyuykKhAPxBAo8tOGDN1PgLA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,Romantic
Franz Schubert,Sonata in A Minor D. 847,1,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSdpQETcqAK4WgQf8-erq496yPjZtYTGf0SXbjGfZrUf1MLNRA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,Romantic
Franz Schubert,Sonata in A Minor D. 848,1,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSclOskAmiCREQiLDSlv3PbG9b6iD-s4aAKf3EDfDBxt_682TA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,Romantic
Franz Schubert,Sonata in A Minor D784,1,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.midi,https://docs.google.com/forms/d/e/1FAIpQLSf4n5b0a84gEE8K2ZsuS51BktHsVZlnQbSL_h4pBteRV1UK7w/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.midi,Romantic
Franz Schubert,Sonata in A Minor D845,1,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdOBJ59CHpeZBgx5QfSq7m4cWj0RC6RLoW7JxbbGz3Gv5lwgw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,Romantic
Franz Schubert,Sonata in A minor D. 845 (Complete),1,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeYY_7AMshaDIvNnxHnHwhT0I8YT5pfsJdu1CY6cVVfW6nkqA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 960,1,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSdtRuyd-ToFtUh_BydPp4Gp9myu_4L-0irMpI3bqD7XsUXMyA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 961,1,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSfZjzHDYkbATrY8U2WbJnc0a1FLtjowRd0awroGw_gNXwJRgQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 962,1,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSdYNqAUGY_CAmUxiXxKJ19Src_11wJG2y8ChIV8KqmrtUhgHg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 963,1,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSc-G4zV9s_Mc7_uw8Bob56I0ifxGIafzvfriVFc_sOhAfQjqQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 960,1,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_01_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSf1eIiGvQBtRksNG8q_xHZ9Q4DAZ1KNpcgHez3k0uW62pZKWg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_01_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 960 (Complete),1,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeWv5iw_kRIBl4duLgS_ab3f4oBConJsbV3VMCGD2rbWT-DQQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 960 (Complete),2,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_12_R2_2014_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeBTZIwB0xspN5TT28EWwt96fDEgAbqAFyqfCr6_xzba_8ujA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_12_R2_2014_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 961,1,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLScruqJyQyuUBot6FIHTUJh7l2WUcjnSziwf_v7iSQCqMJQSHQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 962,1,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLScZQWvcSbDqe7uTOz0JtPef-Vo0q32O9VNEkfk46ZLbb9lbjA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D. 963,1,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSfngwMtSCrznEAqeqLxAbDNYxhA6cvr9hKeuNuIMHdV2UGeSw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,1,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLScsiV9AaH6cxiH6I9sZbZpwCD3n3RPhPU9pWckaJ0epefvUFA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,2,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeQ9uSmGL6TVjGL4Bi5To1caHVML-41JiaG84SA7kgcohNzoQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,3,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfZCcDEEWwDr-Aosh4qw6fTdK9xqrXpsbvKC0cWSHR9MGNlhg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,4,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLScShKSYaoAAfVWuOZqk6e6A9M29q9qBJrN7apcmV3qxW3CP5g/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,5,2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLScspmuI5KXxg9nz3yI63jo7Lcqhc7MeTcHnE0qxz_tUq4Gftg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_01_Track01_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,6,2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdhE1JNXZ_yZOj8JJKwh3ZefRSA9w0RaXK-vK5ysblDMgP9ig/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,7,2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfgQgHJrvUdMxDfGSvQvO_geCD8spJ_ZG8P7VQ3lBiS0Ph2Tw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,8,2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSd7g7nt6-bMpt9gdyK3lYiRkDfDplp2NWvhmGcSKnehsdUavA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,9,2018/MIDI-Unprocessed_Schubert4-6_MID--AUDIO_09_R2_2018_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSca9UcsR0wEPf3xCtPQJioVVKsfHx7icrU0I7AT_IuOgnn3-g/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Schubert4-6_MID--AUDIO_09_R2_2018_wav.midi,Romantic
Franz Schubert,Sonata in B-flat Major D960,10,2018/MIDI-Unprocessed_Schubert4-6_MID--AUDIO_10_R2_2018_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfWmzAJpnqje5JBLVCHOD-XDl7Vzgakvk5CIN6LhVB3HaSwOg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Schubert4-6_MID--AUDIO_10_R2_2018_wav.midi,Romantic
